NCHILD,NCHLT5,SEX,AGE,MARST,RACE,RACED,HISPAN,EDUC,EMPSTAT,INCWAGE,VETSTAT
2,1,1,32,1,1,100,0,8,1,30000,1
2,2,1,30,1,1,100,0,10,1,0,1
2,2,2,29,1,1,100,0,11,1,115000,1
0,0,2,31,6,1,100,0,10,1,56000,1
0,0,2,31,6,1,100,0,7,1,50000,1
0,0,1,63,1,1,100,0,11,1,517000,1
0,0,2,62,1,1,100,0,10,1,26000,1
2,0,2,61,1,1,100,0,6,1,47900,1
0,0,2,24,6,1,100,0,11,1,11900,1
0,0,2,22,6,1,100,0,10,1,20000,1
3,0,1,43,1,1,100,0,10,1,517000,1
1,1,1,28,1,1,100,0,6,1,36000,1
1,1,2,25,1,1,100,0,5,1,30000,1
0,0,1,29,2,1,100,0,6,1,35000,2
0,0,1,59,6,1,100,0,6,1,16000,1
0,0,1,53,6,1,100,0,6,1,0,1
0,0,2,26,6,1,100,0,6,1,13200,1
0,0,1,24,6,1,100,0,6,1,50000,1
0,0,1,38,6,1,100,0,10,1,85000,1
0,0,1,52,6,1,100,0,10,1,69000,1
1,1,1,24,6,1,100,0,6,1,82000,1
1,1,2,19,6,1,100,0,6,1,15000,1
0,0,1,65,1,1,100,0,7,1,30000,1
2,0,1,36,4,1,100,0,6,1,76000,1
2,0,2,31,6,8,802,0,8,1,52000,1
0,0,2,62,6,1,100,0,10,1,35000,2
2,0,2,60,1,1,100,0,6,1,35000,1
2,0,1,53,1,1,100,0,10,1,0,1
0,0,2,32,1,1,100,0,11,1,44000,1
0,0,2,56,1,1,100,0,10,1,113000,1
0,0,1,56,1,1,100,0,10,1,89000,1
2,0,1,41,1,1,100,0,8,1,65000,1
2,0,2,38,1,1,100,0,8,1,61000,1
3,0,1,36,1,1,100,0,10,1,50000,1
3,0,2,36,1,1,100,0,10,1,60000,1
3,0,2,45,1,1,100,0,8,1,103000,1
0,0,1,48,1,1,100,0,7,1,80000,1
0,0,2,53,1,1,100,0,7,1,98000,1
0,0,1,57,1,1,100,0,7,1,87000,1
0,0,1,28,6,1,100,0,8,1,40000,1
2,1,1,47,1,1,100,0,5,1,27000,1
0,0,1,59,1,1,100,0,11,1,0,1
0,0,1,28,2,1,100,0,6,1,16400,1
0,0,1,31,1,1,100,0,11,1,105000,1
0,0,2,30,1,1,100,0,11,1,68000,1
0,0,1,60,1,1,100,0,7,1,0,1
0,0,2,49,1,1,100,0,7,1,37000,1
0,0,1,56,1,1,100,0,10,1,102000,1
0,0,2,61,1,1,100,0,10,1,45000,1
0,0,1,43,4,1,100,0,7,1,80000,1
0,0,2,61,1,1,100,0,10,1,60000,1
0,0,2,59,1,1,100,0,11,1,65000,1
0,0,1,59,1,1,100,0,8,1,0,1
0,0,1,55,6,1,100,0,6,1,8700,1
0,0,2,23,6,1,100,0,10,1,4000,1
0,0,1,24,6,1,100,0,8,1,42000,1
0,0,1,64,1,1,100,0,10,1,0,1
0,0,2,59,1,1,100,0,10,1,60000,1
0,0,1,57,4,1,100,0,10,1,165000,1
0,0,2,24,6,1,100,0,10,1,24000,1
0,0,2,44,4,1,100,0,6,1,58000,1
2,0,1,44,6,1,100,0,6,1,35000,1
0,0,1,61,4,1,100,0,6,1,60000,1
2,0,2,57,1,1,100,0,7,1,33000,1
2,0,1,52,1,1,100,0,7,1,32900,1
0,0,1,24,6,1,100,0,8,1,49900,1
0,0,1,23,6,1,100,0,8,1,31700,1
0,0,2,43,1,1,100,0,7,1,26000,1
0,0,1,48,1,1,100,0,6,1,0,1
0,0,1,47,3,1,100,0,6,1,5300,1
1,0,2,42,1,1,100,0,7,1,87000,1
1,0,1,45,1,1,100,0,8,1,52000,1
0,0,2,64,4,1,100,0,6,1,17600,1
0,0,1,37,6,8,826,4,6,1,45000,1
0,0,2,26,6,1,100,0,11,1,7500,1
0,0,1,26,6,1,100,0,10,1,70000,1
4,0,1,51,1,6,665,0,6,1,13200,1
4,0,2,50,1,8,885,0,0,1,34500,1
0,0,2,56,1,1,100,0,8,1,65000,1
1,0,1,29,1,6,643,0,10,1,80000,1
1,0,2,30,1,6,643,0,11,1,24000,1
1,1,1,31,1,1,100,0,7,1,51000,1
1,1,2,31,1,1,100,0,7,1,55000,1
1,0,1,53,1,1,100,0,11,1,250000,1
1,0,2,53,1,1,100,0,10,1,70000,1
1,0,2,61,1,1,100,0,7,1,31800,1
0,0,2,25,6,1,100,0,11,1,109000,1
0,0,2,62,4,1,100,0,6,1,46000,1
0,0,1,29,6,1,100,0,6,1,60000,1
0,0,2,30,1,1,100,0,7,1,33200,1
0,0,1,39,1,1,100,0,6,1,120000,1
1,0,1,52,1,1,100,0,8,1,45000,1
0,0,2,20,6,8,815,0,7,1,9000,1
2,1,1,28,1,1,100,0,8,1,50000,1
2,1,2,27,1,1,100,0,8,1,28000,1
3,0,2,47,1,2,200,0,8,1,40000,1
3,0,1,65,1,2,200,0,0,1,20000,1
0,0,2,22,6,2,200,0,8,1,11300,1
0,0,1,20,6,2,200,0,7,1,15000,1
3,0,1,44,1,1,100,0,10,1,85000,1
3,0,2,45,1,1,100,0,10,1,70000,1
0,0,2,61,1,1,100,0,6,1,42000,1
0,0,1,64,1,1,100,0,6,1,24000,1
0,0,2,56,4,1,100,0,6,1,11000,1
0,0,2,28,6,1,100,0,8,1,38000,1
0,0,2,59,1,1,100,0,10,1,26000,1
0,0,1,60,1,1,100,0,10,1,70000,1
0,0,1,44,4,1,100,0,6,1,35400,1
0,0,2,38,4,1,100,0,8,1,100000,1
0,0,1,56,4,1,100,0,6,1,42000,1
0,0,2,33,6,8,826,4,11,1,35000,1
0,0,2,52,4,1,100,0,11,1,51000,1
0,0,1,21,6,1,100,0,7,1,6000,1
0,0,2,61,1,1,100,0,6,1,16000,1
2,0,1,36,1,7,700,0,8,1,36000,1
2,0,2,36,1,7,700,0,8,1,30000,1
1,0,2,40,4,3,310,0,10,1,134000,1
0,0,1,24,3,1,100,0,10,1,34300,1
3,1,2,29,6,2,200,0,6,1,7000,1
0,0,1,61,1,1,100,0,10,1,70000,1
2,1,1,34,1,1,100,0,10,1,145000,1
0,0,1,22,6,1,100,0,8,1,41000,1
0,0,2,22,6,1,100,0,10,1,4000,1
1,0,2,38,1,2,200,0,8,1,14400,1
1,0,1,40,1,2,200,0,8,1,12000,1
0,0,2,60,4,2,200,0,10,1,10000,1
0,0,1,65,1,1,100,0,6,1,55000,1
1,0,1,51,1,1,100,0,10,1,94000,1
1,0,2,43,1,1,100,0,7,1,40800,1
0,0,2,53,1,1,100,0,10,1,137000,1
0,0,1,53,1,1,100,0,10,1,0,1
0,0,1,35,1,1,100,0,11,1,96000,1
0,0,2,32,1,1,100,0,11,1,46000,1
1,0,1,39,5,2,200,0,10,1,356000,1
4,0,2,30,6,2,200,0,8,1,47800,1
0,0,2,18,6,2,200,0,6,1,500,1
0,0,1,34,1,1,100,0,6,1,38500,1
0,0,2,29,1,1,100,0,10,1,36800,1
1,0,1,59,1,1,100,0,10,1,52000,2
1,0,2,53,1,1,100,0,7,1,0,1
2,0,1,32,1,2,200,0,7,1,20000,1
2,0,2,32,1,2,200,0,7,1,14000,1
0,0,2,25,6,1,100,0,11,1,45000,1
0,0,1,57,1,2,200,0,5,1,29100,1
2,0,1,55,5,1,100,0,6,1,40000,1
0,0,1,26,6,1,100,0,6,1,35000,1
0,0,1,19,6,1,100,0,7,1,17300,1
1,0,2,38,6,2,200,0,10,1,18000,1
0,0,1,33,6,1,100,0,7,1,60000,1
0,0,2,26,6,2,200,0,8,1,22000,1
0,0,1,51,4,1,100,0,6,1,25000,1
0,0,1,57,1,1,100,0,11,1,57000,1
0,0,2,50,1,1,100,0,6,1,13000,1
1,0,2,36,1,1,100,0,10,1,38200,1
1,0,1,36,1,1,100,0,6,1,30500,1
0,0,2,45,1,2,200,0,10,1,0,1
0,0,1,45,1,2,200,0,10,1,78000,1
1,0,1,63,1,2,200,0,10,1,45000,1
1,0,2,34,6,2,200,0,11,1,32000,1
0,0,1,22,6,1,100,0,6,1,16000,1
1,0,2,43,1,6,640,0,6,1,16900,1
1,0,1,32,1,6,640,0,10,1,13600,1
0,0,1,48,4,6,640,0,8,1,28000,1
0,0,1,27,1,1,100,0,10,1,36000,1
0,0,2,26,1,1,100,0,10,1,30000,1
1,0,2,62,4,1,100,0,6,1,60000,2
0,0,1,27,6,1,100,0,10,1,50000,1
0,0,2,39,3,2,200,0,6,1,21000,1
0,0,2,21,6,1,100,0,7,1,3600,1
0,0,2,18,6,1,100,0,6,1,1500,1
0,0,2,21,6,1,100,0,7,1,3600,1
0,0,1,20,6,1,100,0,6,1,15000,1
0,0,1,21,6,1,100,0,7,1,25000,1
0,0,1,21,6,1,100,0,7,1,3500,1
0,0,1,59,1,1,100,0,6,1,96000,1
0,0,2,64,1,1,100,0,10,1,80000,1
0,0,1,62,1,1,100,0,10,1,30000,1
0,0,1,63,4,1,100,0,6,1,33600,1
0,0,1,47,6,1,100,0,6,1,60000,1
3,2,1,29,1,1,100,0,2,1,0,1
2,2,1,34,1,1,100,0,10,1,215000,1
2,2,2,30,1,1,100,0,10,1,35000,1
1,0,1,46,6,1,100,0,6,1,55000,1
1,0,2,48,4,8,826,1,6,1,35100,1
0,0,1,27,6,8,826,4,6,1,24000,1
1,0,2,33,6,2,200,0,6,1,28000,1
2,0,2,55,4,1,100,0,7,1,24000,1
0,0,2,35,1,8,802,0,10,1,152000,1
1,1,2,28,1,1,100,0,10,1,31000,1
1,1,1,39,1,1,100,0,5,1,5000,1
1,0,2,44,1,1,100,0,11,1,77000,1
1,0,1,45,1,1,100,0,10,1,131000,1
0,0,2,56,3,2,200,0,6,1,39300,1
0,0,2,25,6,7,700,1,6,1,3500,1
4,0,2,48,4,7,700,1,6,1,30000,1
2,0,2,40,3,1,100,0,6,1,37000,1
0,0,1,55,6,8,818,0,11,1,165000,1
0,0,2,39,6,1,100,0,10,1,50000,1
0,0,1,30,6,1,100,0,10,1,130000,1
1,0,1,49,4,2,200,0,10,1,5000,1
0,0,1,55,4,2,200,0,7,1,28700,1
0,0,1,31,1,1,100,0,7,1,32000,1
0,0,1,35,1,1,100,0,6,1,45000,1
0,0,1,31,1,1,100,0,10,1,0,1
0,0,2,32,1,1,100,0,11,1,45000,1
4,0,1,55,1,1,100,0,6,1,24000,1
4,0,2,47,1,1,100,0,8,1,0,1
0,0,2,32,1,8,826,1,10,1,46000,1
0,0,1,28,1,1,100,0,8,1,80000,1
2,0,2,33,1,1,100,0,11,1,120000,1
2,0,1,35,1,1,100,0,10,1,50000,1
1,0,1,65,1,1,100,0,7,1,69000,1
1,0,2,61,1,1,100,0,10,1,46000,1
0,0,2,23,6,1,100,0,6,1,12700,1
0,0,2,54,1,1,100,0,8,1,12300,1
0,0,1,50,1,1,100,0,6,1,0,1
0,0,2,42,6,2,200,0,10,1,30000,1
1,0,2,50,4,1,100,0,7,1,70000,1
1,0,1,26,6,1,100,0,8,1,82000,1
1,0,2,25,6,1,100,0,8,1,35000,1
0,0,1,54,1,1,100,0,6,1,53000,1
0,0,2,53,1,1,100,0,7,1,0,1
2,0,1,39,1,1,100,0,7,1,75000,1
2,0,2,27,1,1,100,0,6,1,14000,1
0,0,2,26,6,1,100,0,10,1,45000,1
0,0,2,56,4,1,100,0,6,1,22300,1
0,0,1,52,6,6,620,0,11,1,160000,1
3,2,2,34,1,1,100,0,10,1,12700,1
3,2,1,35,1,1,100,0,11,1,62000,1
0,0,1,49,4,1,100,0,7,1,56000,1
0,0,2,51,1,1,100,0,7,1,22900,1
0,0,1,55,1,1,100,0,6,1,40000,1
1,0,1,64,1,1,100,0,10,1,100000,1
1,0,2,61,1,1,100,0,10,1,85000,1
0,0,2,24,6,1,100,0,10,1,46000,1
2,0,2,45,1,4,400,0,11,1,200000,1
2,0,1,61,1,2,200,0,6,1,0,1
0,0,1,58,1,1,100,0,10,1,105000,1
0,0,2,52,1,1,100,0,11,1,55000,1
1,0,2,52,4,8,826,1,7,1,7000,1
0,0,2,60,1,1,100,0,10,1,12000,1
0,0,1,53,1,1,100,0,11,1,110000,1
3,2,1,36,4,1,100,0,8,1,55000,1
3,0,2,38,4,1,100,0,6,1,19000,2
3,0,1,34,3,7,700,2,7,1,19000,2
0,0,1,25,6,1,100,0,10,1,3500,1
0,0,1,28,6,1,100,0,6,1,5000,1
0,0,1,24,6,1,100,0,6,1,14000,1
0,0,1,33,6,1,100,0,10,1,0,1
0,0,2,59,6,1,100,0,11,1,57000,1
2,0,1,43,1,1,100,0,8,1,105000,1
0,0,2,59,4,4,400,0,10,1,29000,1
0,0,2,53,6,4,400,0,10,1,15000,1
1,0,2,57,6,2,200,0,7,1,48000,1
0,0,1,26,6,2,200,0,10,1,14700,1
0,0,2,29,1,1,100,0,8,1,38700,1
0,0,1,30,1,1,100,0,6,1,25000,1
0,0,2,46,1,1,100,0,10,1,40000,1
0,0,1,37,1,8,802,0,11,1,68000,1
0,0,1,58,1,1,100,0,10,1,432000,2
0,0,1,33,6,1,100,0,11,1,75000,1
1,0,1,50,4,1,100,0,6,1,36000,1
0,0,2,65,1,4,400,0,6,1,24000,1
2,0,2,38,6,1,100,0,10,1,20000,1
0,0,1,25,6,1,100,0,10,1,55000,1
0,0,1,24,6,1,100,0,10,1,30000,1
4,1,1,38,4,1,100,0,6,1,39000,1
4,1,2,38,4,1,100,0,7,1,15000,1
1,0,1,33,1,1,100,0,6,1,25000,1
1,0,2,36,1,1,100,0,10,1,55000,2
3,0,2,52,1,1,100,0,10,1,7100,1
3,0,1,55,1,1,100,0,11,1,179000,1
0,0,1,27,6,1,100,0,10,1,28800,1
0,0,1,24,6,1,100,0,10,1,0,1
4,2,1,41,1,1,100,0,10,1,139000,1
0,0,1,63,1,1,100,0,11,1,97000,1
0,0,2,63,1,1,100,0,11,1,16000,1
1,0,1,26,6,1,100,0,6,1,28000,1
0,0,2,59,6,2,200,0,6,1,21400,1
0,0,1,58,3,8,802,0,6,1,27000,1
1,0,2,29,1,1,100,0,7,1,6900,1
1,0,1,30,1,1,100,0,6,1,50000,2
0,0,1,49,4,6,600,0,10,1,60000,2
0,0,2,30,6,1,100,0,6,1,18000,1
0,0,1,23,1,1,100,0,8,1,32500,1
0,0,2,65,5,1,100,0,11,1,6000,1
0,0,1,43,1,1,100,0,10,1,83000,1
0,0,2,43,1,1,100,0,10,1,40000,1
0,0,2,26,6,1,100,0,11,1,19000,1
1,1,2,29,6,1,100,0,6,1,10000,1
1,1,1,29,6,1,100,0,7,1,150000,1
0,0,1,25,1,1,100,0,2,1,21300,1
0,0,2,22,1,1,100,0,2,1,10300,1
0,0,2,54,4,1,100,0,7,1,15000,1
2,2,1,36,1,1,100,0,11,1,58000,1
1,0,2,42,4,1,100,0,8,1,100000,1
0,0,2,18,6,1,100,0,5,1,11000,1
2,0,2,33,1,1,100,0,10,1,32000,1
0,0,2,63,4,1,100,0,6,1,32000,1
0,0,2,61,1,1,100,0,10,1,80000,1
0,0,1,62,1,1,100,0,11,1,150000,1
0,0,2,64,1,1,100,0,10,1,42000,1
3,0,2,55,1,4,400,0,6,1,15400,1
3,0,1,56,1,4,400,0,6,1,60000,1
0,0,2,21,6,4,400,0,7,1,8000,1
0,0,2,44,1,1,100,0,10,1,35000,1
0,0,1,47,1,1,100,0,6,1,75000,1
0,0,2,56,1,1,100,0,4,1,16200,1
0,0,1,58,1,1,100,0,3,1,12000,1
3,3,1,39,1,1,100,0,8,1,87000,1
1,0,2,58,4,8,801,0,6,1,70000,1
2,0,2,42,4,1,100,0,7,1,25000,1
0,0,1,28,6,1,100,0,8,1,72000,1
0,0,1,37,6,1,100,0,10,1,56000,2
0,0,2,35,6,1,100,0,10,1,40000,1
1,0,1,54,1,8,802,0,8,1,39000,2
1,0,2,57,4,8,802,0,7,1,30700,1
1,1,2,33,6,8,802,0,10,1,22000,1
0,0,2,49,4,8,802,0,6,1,40600,1
0,0,1,64,1,1,100,0,11,1,120000,1
0,0,1,52,1,1,100,0,10,1,432000,1
2,2,1,37,1,1,100,0,7,1,54000,2
0,0,2,32,6,1,100,0,7,1,10400,1
1,0,2,29,4,1,100,0,6,1,14000,1
1,0,1,35,1,1,100,0,11,1,50000,1
1,0,2,34,1,1,100,0,11,1,55000,1
0,0,1,65,1,1,100,0,3,1,32000,1
0,0,1,59,4,1,100,0,8,1,45000,2
0,0,2,55,1,1,100,0,10,1,40000,1
0,0,1,41,1,1,100,0,6,1,108000,1
2,0,2,42,4,1,100,0,10,1,42000,1
0,0,2,50,4,1,100,0,6,1,35000,1
0,0,2,60,4,1,100,0,6,1,45000,1
0,0,1,37,1,1,100,0,6,1,79000,1
0,0,2,44,1,2,200,0,8,1,65000,1
0,0,1,57,3,2,200,4,6,1,40000,1
0,0,2,63,1,1,100,0,10,1,66000,1
2,1,1,41,1,2,200,0,6,1,82000,1
2,1,2,36,1,2,200,0,10,1,67000,1
3,1,1,30,1,1,100,0,6,1,40000,1
3,1,2,28,1,1,100,0,4,1,25000,1
2,0,2,41,4,1,100,0,7,1,32000,1
0,0,2,64,6,1,100,0,10,1,34000,1
2,0,1,39,1,1,100,0,6,1,50000,1
0,0,1,19,6,1,100,0,7,1,3000,1
0,0,2,18,6,1,100,0,6,1,3400,1
0,0,1,42,1,1,100,0,10,1,20000,1
0,0,2,39,1,1,100,0,10,1,41000,1
0,0,2,28,1,7,700,4,10,1,5000,1
0,0,2,22,6,1,100,0,8,1,42000,1
0,0,2,22,6,1,100,0,6,1,30000,1
0,0,2,21,6,1,100,0,7,1,0,1
0,0,2,21,6,1,100,0,6,1,37000,1
0,0,2,21,6,1,100,0,6,1,35000,1
0,0,2,20,6,1,100,0,8,1,30000,1
0,0,2,20,6,1,100,0,6,1,27000,1
0,0,2,20,6,1,100,0,7,1,23000,1
0,0,1,58,1,1,100,0,10,1,0,1
0,0,2,59,1,1,100,0,11,1,100000,1
0,0,2,55,1,1,100,0,6,1,25200,1
1,0,1,56,1,1,100,0,11,1,162000,1
1,0,2,51,1,1,100,0,10,1,75000,1
0,0,1,18,6,1,100,0,6,1,6000,1
1,0,2,53,1,8,802,0,8,1,15000,1
1,0,1,56,1,1,100,0,10,1,45000,1
0,0,1,55,1,1,100,0,11,1,75000,1
0,0,2,62,1,1,100,0,10,1,50000,1
1,0,2,44,1,1,100,0,10,1,60000,1
1,0,1,52,1,1,100,0,11,1,40000,1
1,1,1,33,4,1,100,0,10,1,24000,1
0,0,2,58,4,1,100,0,11,1,60000,1
4,0,2,40,1,7,700,0,8,1,15000,1
4,0,1,41,1,7,700,0,10,1,64000,1
0,0,1,25,1,7,700,0,10,1,20000,1
0,0,2,53,6,1,100,0,6,1,31000,1
0,0,1,50,1,1,100,0,7,1,48000,1
0,0,1,34,6,1,100,0,11,1,200000,1
0,0,1,32,1,1,100,0,11,1,0,1
0,0,2,30,1,1,100,0,11,1,50000,1
2,2,1,28,1,1,100,0,8,1,30800,1
0,0,1,39,4,8,826,4,11,1,0,2
0,0,2,59,1,1,100,0,7,1,26000,1
0,0,1,59,1,1,100,0,6,1,70000,1
0,0,1,64,4,1,100,0,6,1,108000,1
0,0,2,55,1,1,100,0,11,1,130000,1
0,0,1,64,1,1,100,0,7,1,37600,1
0,0,1,19,6,1,100,0,6,1,7000,1
0,0,1,38,4,1,100,0,6,1,50000,1
4,2,1,47,1,1,100,0,6,1,30000,1
0,0,1,62,1,1,100,0,6,1,25000,1
1,0,2,60,1,1,100,0,10,1,60000,1
1,0,1,62,1,1,100,0,6,1,50000,1
0,0,2,25,6,1,100,0,10,1,56000,1
2,0,2,55,1,1,100,0,5,1,27700,1
2,0,1,49,1,1,100,0,6,1,25000,1
0,0,2,21,6,1,100,0,3,1,10000,1
0,0,1,64,1,1,100,0,6,1,0,1
0,0,2,64,1,1,100,0,10,1,0,1
0,0,1,33,1,1,100,0,11,1,20000,1
0,0,2,30,1,1,100,0,11,1,20000,1
2,0,1,39,6,1,100,0,5,1,30000,1
0,0,2,62,1,1,100,0,7,1,38000,1
0,0,1,64,1,1,100,0,8,1,18000,1
0,0,1,21,6,1,100,0,6,1,26000,1
2,0,1,61,1,1,100,0,6,1,26000,2
2,0,2,61,1,1,100,0,6,1,45000,1
0,0,2,24,6,1,100,0,7,1,10000,1
0,0,2,21,6,1,100,0,6,1,10000,1
3,0,1,57,1,1,100,0,11,1,438000,1
0,0,2,57,1,1,100,0,6,1,51000,1
3,1,2,33,1,1,100,0,7,1,0,1
3,1,1,32,1,1,100,0,10,1,65000,2
2,0,1,37,1,1,100,0,8,1,40000,1
2,0,2,35,1,1,100,0,6,1,40000,2
0,0,2,55,1,7,700,1,6,1,36800,1
0,0,1,40,1,7,700,1,6,1,18000,1
0,0,1,34,6,1,100,0,7,1,16000,1
0,0,2,61,6,2,200,0,6,1,20000,1
0,0,1,22,1,1,100,0,6,1,30000,1
0,0,2,25,1,1,100,0,8,1,0,1
2,0,2,37,4,1,100,0,8,1,36000,1
2,0,1,49,4,7,700,1,6,1,30000,1
2,0,2,50,1,1,100,0,6,1,40000,1
2,0,1,51,1,1,100,0,6,1,60000,1
0,0,1,23,6,1,100,0,6,1,15000,1
0,0,1,19,6,1,100,0,6,1,15000,1
0,0,1,20,6,1,100,0,7,1,30000,1
2,0,1,47,1,1,100,0,10,1,60000,1
2,0,2,43,1,1,100,0,11,1,68000,1
0,0,2,63,1,1,100,0,11,1,9000,1
0,0,1,60,1,1,100,0,7,1,52000,1
0,0,1,59,4,8,830,0,7,1,15600,1
0,0,2,49,6,1,100,0,8,1,46000,1
2,0,1,42,1,1,100,0,10,1,120000,1
2,0,2,40,1,1,100,0,11,1,50000,1
0,0,1,32,1,1,100,0,7,1,45000,1
0,0,2,32,1,1,100,0,10,1,39500,1
0,0,2,53,4,1,100,0,8,1,32000,1
0,0,2,55,1,1,100,0,11,1,60000,1
0,0,1,59,1,1,100,0,6,1,52000,2
2,2,1,32,1,1,100,0,11,1,45000,1
0,0,2,59,1,1,100,0,6,1,38000,1
0,0,1,65,1,1,100,0,8,1,60000,1
0,0,1,46,4,1,100,0,10,1,120000,1
0,0,2,27,6,1,100,0,8,1,14000,1
3,0,1,38,1,7,700,1,2,1,41000,1
3,0,2,35,1,7,700,1,7,1,35000,1
3,0,2,44,4,1,100,0,10,1,102000,1
3,0,1,40,4,1,100,0,6,1,85000,1
1,1,2,31,1,1,100,0,10,1,83000,1
1,1,1,32,1,1,100,0,10,1,81000,1
0,0,1,57,4,1,100,0,6,1,28000,1
0,0,1,57,1,1,100,0,10,1,438000,1
0,0,1,57,1,1,100,0,8,1,0,1
0,0,2,48,1,1,100,0,10,1,30000,2
1,0,1,45,1,7,700,1,10,1,100000,1
1,0,2,39,1,7,700,1,7,1,35000,1
0,0,2,52,6,1,100,0,10,1,60000,1
1,0,2,38,1,6,600,0,6,1,138000,1
1,0,2,39,1,6,600,0,8,1,32000,1
0,0,1,42,6,1,100,0,10,1,60000,1
0,0,1,31,6,5,500,0,11,1,30000,1
0,0,2,28,6,1,100,0,10,1,89000,1
3,0,1,57,1,1,100,0,11,1,50000,1
0,0,1,42,6,1,100,1,10,1,60000,1
0,0,2,36,6,1,100,1,0,1,40000,1
1,0,2,57,1,1,100,0,10,1,102000,1
1,0,1,55,1,1,100,4,8,1,60000,2
0,0,2,19,6,8,826,4,7,1,1500,1
1,0,1,53,4,1,100,0,5,1,28000,1
0,0,1,21,6,1,100,0,6,1,25000,1
1,1,2,37,1,7,700,1,11,1,0,1
1,1,1,36,1,1,100,0,10,1,0,1
3,0,1,59,1,1,100,1,6,1,59000,2
3,0,2,65,1,1,100,1,6,1,17700,1
3,0,2,38,4,1,100,1,6,1,24000,1
1,1,1,35,1,1,100,0,6,1,25000,1
1,1,2,36,1,7,700,1,10,1,30000,1
4,0,1,58,1,3,325,1,8,1,30000,1
1,0,2,50,4,1,100,0,11,1,0,2
1,0,1,54,4,1,100,0,11,1,53000,1
2,0,2,49,4,1,100,0,6,1,24000,1
0,0,2,27,1,2,200,4,10,1,43000,1
0,0,1,30,1,8,834,0,11,1,42000,1
1,1,1,33,4,1,100,0,7,1,81000,1
1,1,2,38,4,1,100,0,0,1,2000,2
0,0,2,58,4,1,100,0,6,1,476000,1
0,0,2,31,2,6,600,0,11,1,50000,1
0,0,2,53,1,1,100,0,8,1,0,1
2,2,1,37,1,1,100,0,11,1,0,2
2,2,2,40,1,1,100,0,11,1,50000,1
2,0,1,48,1,6,600,0,10,1,0,1
2,0,2,48,1,6,600,0,10,1,35000,1
4,0,1,35,6,7,700,4,4,1,20000,1
0,0,2,23,6,7,700,1,6,1,10000,1
0,0,1,21,6,7,700,1,6,1,10000,1
0,0,2,19,6,9,943,1,6,1,8000,1
1,1,2,35,1,6,610,0,11,1,81000,1
0,0,1,55,4,1,100,0,7,1,130000,2
1,1,2,26,6,1,100,0,7,1,0,1
0,0,1,30,6,1,100,0,10,1,4000,1
0,0,1,28,6,1,100,0,6,1,30000,1
1,0,2,52,4,1,100,0,7,1,52000,1
2,0,1,58,1,7,700,1,6,1,20000,1
0,0,2,27,6,7,700,1,10,1,12000,1
0,0,2,37,6,1,100,4,10,1,35000,1
0,0,1,30,4,7,700,4,7,1,48000,1
0,0,1,34,4,7,700,1,7,1,10000,1
0,0,1,61,6,1,100,0,10,1,33200,1
3,0,1,52,1,8,826,1,3,1,8000,1
3,0,2,47,1,8,826,1,3,1,11000,1
0,0,2,22,6,8,826,1,7,1,8000,1
0,0,1,60,4,1,100,0,8,1,1500,1
1,0,2,59,5,1,100,0,6,1,24700,1
0,0,2,55,1,1,100,0,11,1,100000,1
1,0,2,50,1,1,100,0,6,1,50000,1
1,0,1,48,1,1,100,0,6,1,50000,1
0,0,1,26,6,1,100,0,6,1,25000,1
0,0,1,48,1,1,100,0,11,1,142000,1
0,0,2,25,1,1,100,0,7,1,40000,1
0,0,1,27,1,1,100,0,7,1,40000,1
4,2,1,46,1,8,826,1,1,1,300,1
2,2,1,38,1,1,100,0,11,1,207000,1
2,2,2,36,1,1,100,0,10,1,6300,1
0,0,1,32,6,7,700,0,6,1,25000,1
0,0,2,29,6,7,700,0,6,1,13000,1
0,0,1,50,4,1,100,0,7,1,50000,2
1,0,2,57,5,1,100,0,6,1,180000,1
2,0,2,41,6,2,200,0,6,1,87000,1
4,0,1,43,1,8,801,0,5,1,60000,1
0,0,2,20,6,1,100,0,7,1,4000,1
0,0,2,20,6,1,100,0,8,1,4000,1
1,0,1,38,1,1,100,0,6,1,68000,2
0,0,1,28,6,1,100,0,7,1,28000,1
0,0,2,62,1,1,100,0,11,1,23300,1
0,0,1,62,4,1,100,0,6,1,103000,1
0,0,2,25,1,1,100,0,10,1,35000,1
0,0,1,24,1,1,100,0,6,1,25000,1
0,0,2,64,1,1,100,0,7,1,40000,1
0,0,1,61,1,1,100,0,8,1,76000,1
0,0,1,63,1,1,100,0,6,1,23000,1
0,0,2,59,1,1,100,0,6,1,22000,1
2,0,2,46,1,1,100,0,11,1,70000,1
2,0,1,55,1,1,100,0,8,1,50000,1
1,0,1,50,1,1,100,0,6,1,80000,2
1,0,2,49,1,1,100,0,8,1,45000,1
0,0,1,25,6,1,100,0,6,1,50000,1
0,0,2,64,6,1,100,0,11,1,68000,2
0,0,2,62,4,1,100,0,10,1,17000,2
0,0,2,62,1,1,100,0,11,1,97000,1
0,0,1,65,1,1,100,0,11,1,58000,1
2,0,2,46,2,1,100,0,8,1,15000,1
0,0,2,50,4,1,100,0,8,1,12000,1
1,0,2,50,1,1,100,0,10,1,36500,1
1,0,1,47,1,1,100,0,10,1,80000,1
0,0,1,61,1,1,100,0,7,1,0,1
0,0,2,44,1,1,100,0,11,1,77000,1
0,0,2,52,1,1,100,0,11,1,90000,1
